Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-December-2018,322.90,326.15,314.00,316.35,317.376249748311398290,546310,5412,173385819.00,147226,26.95,12.15,-6.55
26-December-2018,310.95,323.95,303.00,321.20,311.337941070209947412,498220,4232,155114789.00,81328,16.32,20.95,10.25
24-December-2018,307.90,313.50,304.40,309.00,308.215515807520567049,312636,3069,96359266.00,31226,9.99,9.10,1.10
21-December-2018,319.90,324.60,305.55,307.50,314.474968601815637680,613889,5997,193052724.00,92684,15.10,19.05,-12.40
20-December-2018,316.00,321.20,314.25,316.15,317.116745188852511379,262983,2271,83396313.00,34782,13.23,6.95,0.15
19-December-2018,321.80,323.50,318.00,322.25,320.660095726939986572,230865,2622,74029193.00,53961,23.37,5.50,0.45
18-December-2018,314.70,320.00,312.00,317.15,315.908156085819427407,432070,3454,136494437.00,49497,11.46,8.00,2.45
17-December-2018,320.00,323.05,313.00,314.65,317.963404921619542219,665472,5143,211595743.00,74933,11.26,10.05,-5.35
14-December-2018,304.00,332.90,304.00,318.80,318.320442072100093310,1196004,12139,380712522.00,73081,6.11,28.90,14.80
13-December-2018,309.00,312.70,301.35,302.70,306.377747590899249315,337159,3058,103298015.00,41384,12.27,11.35,-6.30
12-December-2018,295.00,309.90,292.20,305.20,301.236937862393279459,438060,3471,131959853.00,46153,10.54,17.70,10.20
11-December-2018,289.50,293.85,282.25,290.10,288.701669778994506590,386099,3783,111467426.00,22493,5.83,11.60,0.60
10-December-2018,299.00,301.25,290.00,294.30,296.498471203799221196,215202,2226,63807064.00,17957,8.34,11.25,-4.70
7-December-2018,313.80,313.80,299.10,303.90,304.267010245210319785,225276,2849,68544055.00,20493,9.10,14.70,-9.90
6-December-2018,310.00,312.45,302.00,304.10,306.112316629970554686,263879,2386,80776612.00,21651,8.20,10.45,-5.90
5-December-2018,340.00,340.00,308.85,312.30,313.739714827841717389,522281,3807,163860292.00,60223,11.53,31.15,-27.70
4-December-2018,319.00,323.30,310.70,318.40,315.548147725918364174,385958,3541,121788332.00,68402,17.72,12.60,-0.60
3-December-2018,315.00,322.90,314.95,320.30,318.652836824941521965,234276,1640,74652712.00,13428,5.73,7.95,5.30
30-November-2018,319.00,323.90,310.60,313.55,316.819565395837530875,268014,2585,84912079.00,22522,8.40,13.30,-5.45
29-November-2018,326.00,326.00,312.35,316.85,315.528578566710140754,236156,2570,74513967.00,5297,2.24,13.65,-9.15
28-November-2018,333.00,333.00,311.40,314.50,321.490750315345910206,360715,4015,115966536.00,38336,10.63,21.60,-18.50
27-November-2018,334.80,335.80,324.75,328.50,330.360961241797152882,250218,2567,82662259.00,9271,3.71,11.05,-6.30
26-November-2018,328.20,338.25,328.20,334.00,334.708403438708325661,630004,2934,210867633.00,12464,1.98,10.05,5.80
22-November-2018,331.75,339.75,321.50,327.95,327.260959859756201452,1056446,5545,345733532.00,532946,50.45,18.25,-3.80
21-November-2018,331.00,339.10,330.10,331.75,334.369093397367006985,238208,2243,79649393.00,17284,7.26,9.00,0.75
20-November-2018,332.80,339.25,328.60,331.75,334.828956164920409880,347028,3374,116195023.00,28340,8.17,10.65,-1.05
19-November-2018,331.00,338.75,319.25,336.70,330.514591815093854193,575254,6207,190129841.00,25602,4.45,19.50,5.70
16-November-2018,303.80,336.90,301.35,333.60,322.473111276272214679,1903865,12057,613945270.00,889888,46.74,35.55,29.80
15-November-2018,299.00,306.45,297.75,303.80,303.785369677579712823,156907,1986,47666051.00,10091,6.43,8.70,4.80
14-November-2018,300.95,311.45,298.00,301.25,305.010317634861290018,318290,3485,97081734.00,41369,13.00,13.45,0.30
13-November-2018,299.90,300.00,290.35,297.45,294.778787584097318610,113113,1607,33343313.00,8574,7.58,9.65,-2.45
12-November-2018,301.65,306.35,293.40,295.35,298.655294941945816095,179832,2180,53707779.00,25339,14.09,12.95,-6.30
9-November-2018,290.00,302.35,290.00,298.45,297.908959451285206559,385191,4594,114751850.00,26472,6.87,12.35,8.45
7-November-2018,308.00,308.90,304.00,305.95,306.299933606285271660,18074,385,5536065.00,2970,16.43,4.90,-2.05
6-November-2018,303.90,307.70,303.00,305.05,305.211543174577240421,97928,1072,29888756.00,27678,28.26,4.70,1.15
5-November-2018,301.90,305.45,298.00,302.50,301.819366823445713608,126505,1658,38181659.00,12740,10.07,7.45,0.60
2-November-2018,297.00,307.80,293.50,302.45,302.007197655984599705,282592,2974,85344818.00,19988,7.07,14.30,5.45
1-November-2018,294.50,297.55,287.55,292.80,292.749165461597718703,221979,2091,64984167.00,59192,26.67,10.00,-1.70
31-October-2018,292.15,296.80,279.10,292.15,286.734042445832618502,297273,3226,85238289.00,40200,13.52,17.70,0.00
30-October-2018,295.90,303.60,289.60,291.85,293.416035975203743822,213258,2735,62573317.00,32136,15.07,14.00,-4.05
29-October-2018,303.00,303.10,290.00,293.65,295.917183995416472702,307187,3484,90901912.00,22807,7.42,13.10,-9.35
26-October-2018,297.00,305.95,287.20,298.30,297.356023142167050497,445075,5555,132345732.00,41966,9.43,18.75,1.30
25-October-2018,307.40,310.70,293.05,295.85,302.015267781438621079,516578,6807,156014443.00,52625,10.19,17.65,-11.55
24-October-2018,287.50,328.75,286.90,316.75,304.280521011057234959,519298,6300,158012266.00,139982,26.96,41.85,29.25
23-October-2018,283.00,290.60,283.00,285.90,286.285214399108990715,120313,1943,34443833.00,21631,17.98,7.60,2.90
22-October-2018,288.70,292.00,277.00,286.00,283.345176235500160091,259227,3364,73450720.00,23172,8.94,15.00,-2.70
19-October-2018,287.80,293.00,284.95,286.85,288.706689382595859281,189001,1820,54565853.00,54258,28.71,8.05,-0.95
17-October-2018,295.05,297.75,284.80,288.10,290.724542413567007101,179966,2496,52320533.00,32443,18.03,12.95,-6.95
16-October-2018,291.00,295.80,289.80,293.90,293.201320612725463064,123579,1767,36233526.00,22427,18.15,6.00,2.90
15-October-2018,290.55,293.40,284.45,291.40,288.575061581457013506,132751,1736,38308628.00,18184,13.70,8.95,0.85
12-October-2018,289.70,292.45,284.70,290.55,286.133745252959779081,12594690,5902,3603765820.00,11831906,93.94,7.75,0.85
11-October-2018,290.00,294.55,282.35,286.25,286.033127628163597122,7754464,2765,2218033591.00,7520958,96.99,12.20,-3.75
10-October-2018,290.95,303.95,284.10,295.65,290.474340105053288379,2264565,4048,657798024.00,1875320,82.81,19.85,4.70
9-October-2018,295.40,296.30,287.25,288.60,290.021440100390979471,682133,2015,197833195.00,550470,80.70,9.05,-6.80
8-October-2018,300.00,302.00,291.10,295.35,294.587211837348973937,142194,3309,41888534.00,17489,12.30,10.90,-4.65
5-October-2018,309.25,315.85,287.50,296.75,304.968807132295634819,274582,5942,83738945.00,66053,24.06,28.35,-12.50
4-October-2018,315.00,317.40,302.35,310.00,310.560069956061752485,301332,3371,93581687.00,35382,11.74,15.05,-5.00
3-October-2018,325.15,327.00,316.45,318.65,320.647893555952628447,6671599,4410,2139234166.00,6409852,96.08,10.55,-6.50
1-October-2018,340.00,340.20,321.95,325.85,327.760713714784618979,325284,2992,106615316.00,134892,41.47,18.25,-14.15
28-September-2018,359.85,359.90,335.45,338.25,343.867630507527174118,264774,5533,91047208.00,32416,12.24,24.45,-21.60
27-September-2018,361.00,363.00,353.80,356.10,358.983383713643233678,108508,2391,38952569.00,11483,10.58,9.20,-4.90
26-September-2018,364.40,364.95,357.30,360.90,360.831414952860376925,104689,2881,37775080.00,14377,13.73,7.65,-3.50
25-September-2018,360.00,363.00,344.05,360.10,350.681867616105728475,241827,4678,84804344.00,29991,12.40,18.95,0.10
24-September-2018,371.00,373.25,350.50,357.50,357.585653583808565358,482922,6464,172685979.00,193025,39.97,22.75,-13.50
21-September-2018,367.80,377.05,356.90,372.40,367.844155142610198789,240656,4431,88523903.00,29206,12.14,20.15,4.60
19-September-2018,376.70,380.20,362.00,369.70,373.163656050237473507,585539,2152,218501874.00,507716,86.71,18.20,-7.00
18-September-2018,380.00,388.70,372.70,373.55,379.074681438017252703,91348,2075,34627714.00,10299,11.27,16.00,-6.45
17-September-2018,381.00,390.75,377.55,382.40,383.214798512381131720,254904,3794,97682985.00,24117,9.46,13.20,1.40
14-September-2018,378.00,388.95,373.40,383.65,375.481288306806105126,642673,2618,241311686.00,520467,80.98,15.55,5.65
12-September-2018,382.00,384.70,372.30,375.00,375.195950026502138640,1164057,1352,436749472.00,1006892,86.50,12.40,-7.00
11-September-2018,389.90,392.55,378.25,379.85,384.691967114195202896,132580,1689,51002461.00,15245,11.50,14.30,-10.05
10-September-2018,390.60,397.50,382.40,388.30,388.718710618596241301,292016,2413,113512083.00,38101,13.05,15.10,-2.30
7-September-2018,372.50,395.00,369.00,390.80,380.318570322323057182,621147,3242,236233739.00,336078,54.11,26.00,18.30
6-September-2018,370.10,374.65,368.55,372.25,371.686962428802842660,95685,1010,35564867.00,15295,15.98,6.10,2.15
5-September-2018,378.00,378.00,366.95,372.60,372.768580060422960725,155570,2050,57991608.00,15225,9.79,11.05,-5.40
4-September-2018,384.25,384.25,375.10,377.75,379.498939888831585582,122157,1254,46358452.00,21509,17.61,9.15,-6.50
3-September-2018,385.50,389.70,380.50,384.25,384.018764817191204297,183908,1610,70624123.00,58851,32.00,9.20,-1.25
31-August-2018,379.25,386.00,376.00,383.35,380.111828045242612404,950343,2948,361236615.00,815939,85.86,10.00,4.10
30-August-2018,375.00,384.90,375.00,382.60,380.212755664469875409,126093,1931,47942167.00,15975,12.67,9.90,7.60
29-August-2018,380.00,382.20,373.35,374.85,378.013629699692598723,105725,1555,39965491.00,12625,11.94,8.85,-5.15
28-August-2018,380.15,385.90,374.65,376.45,378.340243540243540243,134680,1761,50954864.00,10809,8.03,11.25,-3.70
27-August-2018,370.95,383.00,368.50,378.35,376.294103084032820899,169648,2115,63837542.00,31291,18.44,14.50,7.40
24-August-2018,369.00,371.50,365.30,368.50,367.608754399909163165,88070,1025,32375303.00,13192,14.98,6.20,-0.50
23-August-2018,371.00,376.75,368.40,369.25,370.980737165877857061,96559,1406,35821529.00,13863,14.36,8.35,-1.75
21-August-2018,368.00,370.35,363.05,367.75,367.743595363762296375,114058,1555,41944099.00,17721,15.54,7.30,-0.25
20-August-2018,373.80,374.00,367.45,370.40,370.579505325360036799,141305,2489,52364737.00,30829,21.82,6.55,-3.40
17-August-2018,373.50,374.45,366.50,371.25,369.986885245901639344,101565,2120,37577718.00,7324,7.21,7.95,-2.25
16-August-2018,371.95,373.85,366.05,372.05,370.092337068426378220,481291,2806,178122111.00,383220,79.62,7.80,0.10
14-August-2018,369.00,371.80,364.30,366.50,367.531164969817100639,110990,1951,40792284.00,14094,12.70,7.50,-2.50
13-August-2018,370.00,375.10,362.80,368.95,370.841257009686111718,137310,2066,50920213.00,11225,8.17,12.30,-1.05
10-August-2018,366.80,374.70,365.25,369.10,370.571268292211120890,206782,2547,76627468.00,17929,8.67,9.45,2.30
9-August-2018,388.40,388.40,364.90,366.75,369.890134155194701800,1852705,8519,685297301.00,1092408,58.96,23.50,-21.65
8-August-2018,384.50,387.05,373.60,384.60,380.340841087179006414,128001,1716,48684008.00,9727,7.60,13.45,0.10
7-August-2018,386.20,386.20,379.10,381.35,382.072979626329616225,108866,1379,41594757.00,13278,12.20,7.10,-4.85
6-August-2018,374.80,387.95,374.80,386.20,382.070555682757496614,257683,3220,98453087.00,45323,17.59,13.15,11.40
3-August-2018,377.95,377.95,370.50,374.70,373.831470466725901108,176699,2209,66055647.00,21585,12.22,7.45,-3.25
2-August-2018,385.00,385.05,369.60,372.95,375.191686389963247320,207876,3619,77993347.00,25892,12.46,15.45,-12.05
1-August-2018,391.50,398.55,382.35,383.65,394.366184931446869499,685162,3348,270204724.00,420603,61.39,16.20,-7.85
31-July-2018,379.00,392.05,378.70,390.70,388.063427907091795087,404270,4365,156882402.00,38475,9.52,13.35,11.70
30-July-2018,364.00,390.20,353.20,383.15,372.324562563177409283,491671,6490,183061190.00,166384,33.84,37.00,19.15
27-July-2018,363.90,373.35,351.60,364.45,366.684456796781017961,843745,6716,309388177.00,324154,38.42,21.75,0.55
26-July-2018,353.00,359.70,352.60,357.60,356.198274730563374119,137138,2009,48848319.00,9497,6.93,7.10,4.60
25-July-2018,357.20,357.20,344.00,351.85,348.197833443886281153,236689,3136,82414597.00,23503,9.93,13.20,-5.35
24-July-2018,361.00,365.65,351.25,356.40,360.680305110908416610,99767,1819,35983992.00,9820,9.84,14.40,-4.60
23-July-2018,335.00,359.90,335.00,357.60,355.194241592931751735,155286,2416,55156693.00,25585,16.48,24.90,22.60
20-July-2018,344.50,348.15,340.65,345.55,344.563707346752522435,78892,1329,27183320.00,17649,22.37,7.50,1.05
19-July-2018,339.00,347.20,338.35,345.05,343.808101209632671179,180220,3125,61961096.00,31774,17.63,8.85,6.05
18-July-2018,345.00,345.00,331.20,336.80,334.243770245622192498,7931653,4225,2651105603.00,7721522,97.35,13.80,-8.20
17-July-2018,346.60,350.40,340.00,342.25,341.536970060595114738,653353,2664,223144204.00,518885,79.42,10.40,-4.35
16-July-2018,358.55,359.50,344.45,346.20,350.101100149886850122,102077,2353,35737270.00,19756,19.35,15.05,-12.35
13-July-2018,363.00,363.45,357.25,358.05,359.951388090034127075,104316,2584,37548689.00,28042,26.88,6.20,-4.95
12-July-2018,366.80,366.80,357.55,361.80,363.059856906629119664,61079,980,22175333.00,12103,19.82,9.25,-5.00
11-July-2018,367.55,367.95,360.30,361.90,364.889335136399223190,98351,2463,35887231.00,27402,27.86,7.65,-5.65
10-July-2018,364.70,368.90,361.00,367.35,365.604016891777146285,88327,1351,32292706.00,15110,17.11,7.90,2.65
9-July-2018,366.30,366.30,361.00,361.55,362.728975056779430947,151023,1616,54780418.00,43372,28.72,5.30,-4.75
6-July-2018,360.35,365.30,360.00,361.85,362.082318294263164094,127335,2443,46105752.00,24218,19.02,5.30,1.50
5-July-2018,365.00,366.20,359.55,363.45,363.019373973498317733,313565,4130,113830170.00,97077,30.96,6.65,-1.55
4-July-2018,369.00,370.90,362.70,366.45,366.769607944411159087,145209,2404,53258248.00,16368,11.27,8.20,-2.55
3-July-2018,372.00,373.45,366.00,370.20,369.794326147247466557,151079,2301,55868157.00,37018,24.50,7.45,-1.80
2-July-2018,381.00,381.70,359.00,367.15,377.997136043752295771,857555,3028,324153334.00,26639,3.11,22.70,-13.85
29-June-2018,373.00,382.65,373.00,381.00,379.367083845401419578,79742,1639,30251490.00,12807,16.06,9.65,8.00
28-June-2018,375.00,380.90,368.10,376.35,374.348622191634443850,110429,1331,41338944.00,17717,16.04,12.80,1.35
27-June-2018,382.95,382.95,373.00,374.75,377.027596271305944758,121973,4462,45987187.00,34982,28.68,9.95,-8.20
26-June-2018,374.10,383.05,373.00,380.15,379.773480399504026379,146782,2682,55743911.00,25729,17.53,10.05,6.05
25-June-2018,371.50,377.60,370.65,373.60,374.253560836780019416,75193,1297,28141248.00,9741,12.95,6.95,2.10
22-June-2018,366.55,376.95,366.20,374.60,371.975365976779404341,148575,1501,55266240.00,14446,9.72,10.75,8.05
21-June-2018,378.00,378.00,363.60,368.20,369.753430507316517679,140504,1573,51951836.00,15111,10.75,14.40,-9.80
20-June-2018,374.05,376.20,370.50,372.25,373.508767308057071803,94898,1292,35445235.00,9887,10.42,5.70,-1.80
19-June-2018,372.00,375.30,369.20,371.15,372.600245101778259167,196653,2122,73272956.00,28085,14.28,6.10,-0.85
18-June-2018,381.00,381.00,369.00,371.25,375.769268233288688664,106769,2041,40120509.00,17522,16.41,12.00,-9.75
15-June-2018,376.10,380.30,370.15,377.55,374.857234310269975938,135901,1835,50943473.00,10294,7.57,10.15,1.45
14-June-2018,375.50,383.80,374.05,376.15,382.001497785608678770,2384854,2404,911017800.00,2147332,90.04,9.75,0.65
13-June-2018,375.00,381.85,373.65,376.10,377.620261963998243816,191324,2269,72247819.00,17137,8.96,8.20,1.10
12-June-2018,390.00,393.55,370.00,381.05,384.386642634887328616,223038,2552,85732828.00,46026,20.64,23.55,-8.95
11-June-2018,380.00,394.00,378.35,388.75,387.960123307004729244,242322,3081,94011273.00,25349,10.46,15.65,8.75
8-June-2018,376.80,383.40,372.55,376.75,378.352567406237971908,153287,2338,57996530.00,22649,14.78,10.85,-0.05
7-June-2018,379.95,386.00,374.70,379.95,380.279833298015116196,212355,5183,80754324.00,23222,10.94,11.30,0.00
6-June-2018,361.00,382.90,361.00,380.35,375.262410751142844038,261628,2957,98179154.00,28166,10.77,21.90,19.35
5-June-2018,373.00,380.00,357.60,363.80,363.758961407347258845,826349,3096,300591854.00,653199,79.05,22.40,-9.20
4-June-2018,384.05,390.00,370.00,371.85,377.776201268943565404,140747,2321,53170867.00,21545,15.31,20.00,-12.20
1-June-2018,378.45,384.85,372.85,382.60,379.230325355591516906,140892,2392,53430519.00,14568,10.34,12.00,4.15
31-May-2018,374.00,383.20,372.00,373.80,376.615440326466942436,143598,1694,54081224.00,16399,11.42,11.20,-0.20
30-May-2018,378.00,378.95,373.00,375.90,374.989893833033590531,86185,1166,32318504.00,11812,13.71,5.95,-2.10
29-May-2018,376.05,379.90,371.50,378.25,376.641090315962938673,118938,1899,44796938.00,16808,14.13,8.40,2.20
28-May-2018,377.00,380.50,370.80,374.20,375.351542626515269941,140734,2420,52824724.00,20578,14.62,9.70,-2.80
25-May-2018,377.35,380.00,367.40,376.65,373.361345460869777475,327739,2262,122365074.00,172019,52.49,12.60,-0.70
24-May-2018,357.15,373.70,356.90,371.45,366.295204644558100958,159154,2938,58297347.00,26604,16.72,16.80,14.30
23-May-2018,362.00,365.15,354.55,356.80,358.923042046955390407,202916,2820,72831228.00,48310,23.81,10.60,-5.20
22-May-2018,357.95,370.50,352.10,361.90,362.702817745803357314,316920,5241,114947777.00,69019,21.78,18.40,3.95
21-May-2018,362.00,369.00,356.10,360.20,364.273052329374918439,153260,2488,55828488.00,24272,15.84,12.90,-1.80
18-May-2018,368.50,368.70,355.10,361.95,360.695020728881276887,345653,4206,124675316.00,67519,19.53,13.60,-6.55
17-May-2018,376.10,378.40,364.90,366.55,371.256560426529559258,220946,3359,82027652.00,43204,19.55,13.50,-9.55
16-May-2018,378.00,384.00,374.55,375.35,377.257923384527630964,164797,1761,62170974.00,17817,10.81,9.45,-2.65
15-May-2018,382.00,388.80,371.95,379.40,381.795008686264815411,220463,3807,84171673.00,33788,15.33,16.85,-2.60
14-May-2018,389.80,393.95,372.65,381.50,385.012377414218796871,433370,4096,166852814.00,59181,13.66,21.30,-8.30
11-May-2018,402.00,402.00,381.20,385.70,389.893150800327393725,878453,7693,342502808.00,234414,26.68,20.80,-16.30
10-May-2018,409.00,413.80,404.00,412.25,409.500935353966101967,248569,3805,101789238.00,48287,19.43,9.80,3.25
9-May-2018,400.75,409.15,397.50,402.60,403.977946132989798822,267028,3341,107873423.00,71052,26.61,11.65,1.85
8-May-2018,398.50,402.75,397.15,400.75,400.290713840188173053,133069,1501,53266285.00,19443,14.61,5.60,2.25
7-May-2018,400.50,404.50,395.90,398.00,399.713547164121233009,185692,2357,74223608.00,26542,14.29,8.60,-2.50
4-May-2018,411.00,418.25,394.00,396.60,405.326470000781568869,575765,6562,233372795.00,121990,21.19,24.25,-14.40
3-May-2018,408.00,408.00,399.55,404.40,403.842123897603158594,93206,1811,37640509.00,19994,21.45,8.45,-3.60
